Municipality,SWE
Namsskogan,"[269.3000183105469, 433.5, 508.3000183105469, 478.3000183105469, 533.7999877929688, 290.1000061035156, 343.6000061035156, 598.4000244140625, 325.3999938964844, 440.20001220703125, 407.3000183105469, 461.8999938964844, 464.3999938964844, 805.9000244140625, 538.6000366210938, 1222.0999755859375, 259.0, 204.40000915527344, 439.1000061035156, 488.20001220703125, 758.7999877929688, 481.70001220703125, 637.6000366210938, 771.4000244140625, 315.20001220703125, 318.3000183105469, 274.3999938964844, 331.8000183105469]"
Oppdal,"[112.5999984741211, 236.3000030517578, 123.0999984741211, 267.1000061035156, 442.8999938964844, 149.0, 238.3000030517578, 430.3999938964844, 163.8000030517578, 235.10000610351562, 117.20000457763672, 116.5999984741211, 251.90000915527344, 305.6000061035156, 420.8000183105469, 789.2999877929688, 209.1999969482422, 121.30000305175781, 158.90000915527344, 204.8000030517578, 374.3999938964844, 357.6000061035156, 405.6000061035156, 348.8999938964844, 218.40000915527344, 234.3000030517578, 309.0, 188.6999969482422]"
Selbu,"[93.5, 166.3000030517578, 240.3000030517578, 140.60000610351562, 244.3000030517578, 209.60000610351562, 159.90000915527344, 285.70001220703125, 108.0, 207.3000030517578, 72.4000015258789, 64.9000015258789, 150.10000610351562, 144.1999969482422, 221.6999969482422, 391.20001220703125, 135.8000030517578, 108.0, 180.0, 120.0999984741211, 245.1999969482422, 158.10000610351562, 207.1999969482422, 148.1999969482422, 202.5, 152.3000030517578, 299.70001220703125, 154.6999969482422]"
Trondheim - Tråante,"[117.20000457763672, 259.6000061035156, 314.3999938964844, 52.5, 159.40000915527344, 265.70001220703125, 144.90000915527344, 410.1000061035156, 89.5999984741211, 198.0, 73.20000457763672, 32.10000228881836, 162.3000030517578, 120.5, 148.40000915527344, 269.6000061035156, 163.10000610351562, 108.0999984741211, 133.6999969482422, 102.20000457763672, 225.3000030517578, 233.3000030517578, 172.5, 140.3000030517578, 214.5, 258.70001220703125, 297.3999938964844, 171.10000610351562]"
Tydal,"[256.1000061035156, 302.8999938964844, 250.8000030517578, 336.8999938964844, 421.8000183105469, 209.90000915527344, 308.6000061035156, 452.5, 211.1999969482422, 245.6999969482422, 373.6000061035156, 288.5, 442.70001220703125, 434.8000183105469, 347.8999938964844, 712.6000366210938, 267.3999938964844, 348.3000183105469, 327.0, 393.0, 619.6000366210938, 513.5, 489.0, 616.7999877929688, 425.70001220703125, 386.3999938964844, 556.1000366210938, 588.6000366210938]"
Verdal,"[68.70000457763672, 90.30000305175781, 129.10000610351562, 68.30000305175781, 59.20000076293945, 176.0, 37.10000228881836, 78.30000305175781, 38.10000228881836, 74.4000015258789, 46.900001525878906, 35.10000228881836, 179.3000030517578, 150.10000610351562, 225.3000030517578, 438.3000183105469, 123.70000457763672, 159.1999969482422, 156.10000610351562, 115.4000015258789, 198.90000915527344, 159.40000915527344, 122.70000457763672, 18.200000762939453, 165.10000610351562, 184.40000915527344, 297.3000183105469, 115.0]"
Ørland,"[109.70000457763672, 280.6000061035156, 192.5, 48.5, 99.80000305175781, 255.1999969482422, 93.30000305175781, 297.70001220703125, 100.30000305175781, 157.0, 79.9000015258789, 23.899999618530273, 164.60000610351562, 116.80000305175781, 40.400001525878906, 158.1999969482422, 170.40000915527344, 79.0999984741211, 229.6999969482422, 171.8000030517578, 284.0, 151.60000610351562, 93.0999984741211, 84.70000457763672, 163.10000610351562, 201.60000610351562, 90.80000305175781, 60.79999923706055]"
Stjørdal,"[53.70000076293945, 107.9000015258789, 227.10000610351562, 59.20000076293945, 91.0, 226.0, 81.30000305175781, 268.20001220703125, 68.0999984741211, 118.70000457763672, 106.4000015258789, 68.9000015258789, 133.60000610351562, 94.20000457763672, 169.0, 313.3999938964844, 112.5, 103.5, 108.0999984741211, 135.1999969482422, 242.90000915527344, 122.5, 131.0, 41.60000228881836, 152.0, 221.6999969482422, 177.10000610351562, 94.80000305175781]"
Osen,"[141.40000915527344, 557.1000366210938, 383.6000061035156, 92.0999984741211, 110.5, 476.0, 146.40000915527344, 390.5, 263.5, 322.3999938964844, 164.60000610351562, 42.29999923706055, 233.0, 194.3000030517578, 107.0, 306.8999938964844, 205.6999969482422, 131.40000915527344, 269.0, 214.3000030517578, 413.3000183105469, 114.0999984741211, 203.3000030517578, 178.5, 131.0, 256.3999938964844, 281.3000183105469, 132.1999969482422]"
Skaun,"[109.80000305175781, 304.8000183105469, 215.8000030517578, 112.0, 309.3999938964844, 233.60000610351562, 171.60000610351562, 429.3999938964844, 130.60000610351562, 262.3000183105469, 117.0999984741211, 49.10000228881836, 193.90000915527344, 165.3000030517578, 205.1999969482422, 440.5, 242.90000915527344, 209.1999969482422, 250.90000915527344, 216.3000030517578, 424.0, 272.3000183105469, 298.5, 237.5, 256.3999938964844, 274.3000183105469, 311.5, 182.60000610351562]"
Melhus,"[58.0, 136.40000915527344, 169.0, 42.10000228881836, 130.90000915527344, 164.90000915527344, 126.20000457763672, 295.70001220703125, 80.70000457763672, 118.9000015258789, 59.60000228881836, 52.29999923706055, 99.80000305175781, 61.29999923706055, 123.70000457763672, 288.1000061035156, 150.6999969482422, 129.40000915527344, 154.10000610351562, 101.0999984741211, 219.6999969482422, 190.3000030517578, 171.1999969482422, 99.0, 174.10000610351562, 174.1999969482422, 179.6999969482422, 147.3000030517578]"
Nærøysund,"[121.4000015258789, 320.3000183105469, 246.5, 134.6999969482422, 124.5999984741211, 381.3999938964844, 106.9000015258789, 403.20001220703125, 209.6999969482422, 283.0, 110.0, 21.700000762939453, 232.40000915527344, 199.3000030517578, 60.29999923706055, 180.60000610351562, 131.8000030517578, 75.20000457763672, 109.5, 117.4000015258789, 140.90000915527344, 76.0999984741211, 44.0, 39.20000076293945, 121.5, 152.0, 134.90000915527344, 106.70000457763672]"
Steinkjer,"[51.70000076293945, 88.30000305175781, 224.10000610351562, 106.4000015258789, 90.5, 224.10000610351562, 57.0, 186.8000030517578, 124.9000015258789, 109.4000015258789, 49.10000228881836, 38.10000228881836, 210.60000610351562, 184.5, 204.0, 419.20001220703125, 185.90000915527344, 165.1999969482422, 219.1999969482422, 174.6999969482422, 367.5, 212.8000030517578, 192.3000030517578, 206.3000030517578, 143.10000610351562, 228.3000030517578, 306.5, 166.90000915527344]"
Åfjord,"[100.0999984741211, 241.60000610351562, 168.60000610351562, 71.9000015258789, 86.20000457763672, 273.8000183105469, 108.80000305175781, 295.20001220703125, 113.0999984741211, 169.0, 75.9000015258789, 8.800000190734863, 183.40000915527344, 135.3000030517578, 56.70000076293945, 108.70000457763672, 149.5, 65.70000457763672, 159.10000610351562, 98.0, 178.6999969482422, 94.5999984741211, 58.10000228881836, 27.399999618530273, 103.5999984741211, 192.60000610351562, 138.8000030517578, 129.6999969482422]"
Rennebu,"[154.0, 294.3000183105469, 214.90000915527344, 244.8000030517578, 527.4000244140625, 172.6999969482422, 176.8000030517578, 382.20001220703125, 181.8000030517578, 314.3999938964844, 251.40000915527344, 131.3000030517578, 316.3999938964844, 395.0, 311.8999938964844, 717.2999877929688, 215.5, 193.6999969482422, 208.10000610351562, 213.6999969482422, 434.70001220703125, 164.60000610351562, 392.0, 273.70001220703125, 223.10000610351562, 273.8999938964844, 302.70001220703125, 215.1999969482422]"
Overhalla,"[177.60000610351562, 504.8999938964844, 377.20001220703125, 202.5, 359.8000183105469, 332.70001220703125, 269.70001220703125, 535.0, 372.8000183105469, 340.20001220703125, 334.1000061035156, 63.0, 428.6000061035156, 432.6000061035156, 332.1000061035156, 733.5, 225.0, 172.0, 268.0, 287.0, 534.6000366210938, 264.6000061035156, 335.3000183105469, 485.8000183105469, 216.5, 190.3000030517578, 278.8000183105469, 314.5]"
Rosse - Røros,"[83.5999984741211, 215.8000030517578, 141.90000915527344, 159.6999969482422, 330.1000061035156, 215.1999969482422, 250.6999969482422, 298.6000061035156, 131.3000030517578, 231.6999969482422, 122.70000457763672, 122.30000305175781, 140.0, 206.6999969482422, 187.0, 362.20001220703125, 233.8000030517578, 129.8000030517578, 114.70000457763672, 137.40000915527344, 262.8000183105469, 180.40000915527344, 204.3000030517578, 192.0, 164.1999969482422, 157.40000915527344, 229.1999969482422, 218.6999969482422]"
Raarvihke - Røyrvik,"[520.1000366210938, 558.6000366210938, 505.1000061035156, 735.9000244140625, 697.9000244140625, 403.8000183105469, 591.5, 905.7000122070312, 460.8000183105469, 505.20001220703125, 661.5, 624.7000122070312, 679.6000366210938, 759.2999877929688, 652.4000244140625, 1220.4000244140625, 411.70001220703125, 471.6000061035156, 571.7000122070312, 539.1000366210938, 895.2000122070312, 573.4000244140625, 759.0, 922.2000122070312, 485.5, 403.1000061035156, 535.7000122070312, 455.20001220703125]"
Snåase - Snåsa,"[135.40000915527344, 241.0, 250.60000610351562, 214.0, 372.8999938964844, 262.8000183105469, 259.3999938964844, 526.5, 341.6000061035156, 170.6999969482422, 227.3000030517578, 52.60000228881836, 301.70001220703125, 360.70001220703125, 268.8999938964844, 633.4000244140625, 125.0, 122.0999984741211, 166.60000610351562, 162.90000915527344, 366.8000183105469, 172.6999969482422, 259.8999938964844, 379.70001220703125, 114.20000457763672, 130.60000610351562, 288.0, 189.8000030517578]"
Alstahaug,"[61.60000228881836, 134.40000915527344, 153.8000030517578, 38.29999923706055, 100.70000457763672, 201.40000915527344, 33.0, 235.5, 122.70000457763672, 111.5999984741211, 80.4000015258789, 16.5, 129.6999969482422, 123.20000457763672, 85.5, 313.20001220703125, 154.6999969482422, 72.9000015258789, 223.1999969482422, 170.90000915527344, 435.70001220703125, 55.0, 161.8000030517578, 296.8999938964844, 198.90000915527344, 205.8000030517578, 197.5, 160.1999969482422]"
Andøy,"[143.10000610351562, 270.3999938964844, 308.0, 189.3000030517578, 363.6000061035156, 437.6000061035156, 167.90000915527344, 458.6000061035156, 208.40000915527344, 256.8000183105469, 289.1000061035156, 38.60000228881836, 245.10000610351562, 272.3999938964844, 208.0, 337.6000061035156, 356.5, 402.3000183105469, 222.1999969482422, 249.10000610351562, 656.6000366210938, 198.10000610351562, 148.40000915527344, 218.6999969482422, 166.6999969482422, 460.20001220703125, 177.40000915527344, 444.70001220703125]"
Ballangen,"[59.400001525878906, 133.3000030517578, 298.8000183105469, 100.4000015258789, 297.8999938964844, 160.8000030517578, 162.6999969482422, 263.5, 172.10000610351562, 121.20000457763672, 197.6999969482422, 45.400001525878906, 147.5, 218.60000610351562, 178.5, 292.0, 121.80000305175781, 215.5, 166.40000915527344, 112.80000305175781, 373.5, 71.9000015258789, 137.1999969482422, 224.40000915527344, 89.30000305175781, 218.10000610351562, 138.1999969482422, 161.60000610351562]"
Beiarn,"[104.30000305175781, 233.10000610351562, 261.3999938964844, 177.0, 331.5, 261.0, 261.0, 310.3000183105469, 176.8000030517578, 226.10000610351562, 208.3000030517578, 116.30000305175781, 223.60000610351562, 208.6999969482422, 325.3999938964844, 593.1000366210938, 164.0, 129.40000915527344, 299.6000061035156, 230.40000915527344, 654.2000122070312, 238.40000915527344, 216.90000915527344, 414.0, 176.8000030517578, 397.8000183105469, 277.20001220703125, 266.6000061035156]"
Bindal,"[82.0999984741211, 176.8000030517578, 192.5, 140.40000915527344, 240.60000610351562, 241.1999969482422, 109.70000457763672, 479.1000061035156, 222.6999969482422, 277.8000183105469, 297.5, 43.79999923706055, 298.3000183105469, 296.6000061035156, 285.8000183105469, 583.7999877929688, 168.60000610351562, 95.0, 225.90000915527344, 193.10000610351562, 547.1000366210938, 200.8000030517578, 205.1999969482422, 299.8000183105469, 158.8000030517578, 254.90000915527344, 231.60000610351562, 203.1999969482422]"
Bodø,"[110.4000015258789, 156.8000030517578, 109.5999984741211, 70.5999984741211, 131.1999969482422, 224.40000915527344, 127.70000457763672, 203.40000915527344, 95.0999984741211, 70.80000305175781, 109.5, 34.29999923706055, 199.6999969482422, 194.6999969482422, 190.90000915527344, 409.3000183105469, 99.20000457763672, 98.20000457763672, 227.90000915527344, 145.5, 305.6000061035156, 88.4000015258789, 102.0, 149.40000915527344, 155.8000030517578, 251.6999969482422, 82.80000305175781, 93.5]"
Brønnøy,"[111.0, 291.8999938964844, 185.0, 100.5, 129.90000915527344, 283.8000183105469, 141.5, 450.0, 205.40000915527344, 258.5, 122.9000015258789, 31.80000114440918, 173.5, 164.1999969482422, 112.0999984741211, 364.8999938964844, 197.10000610351562, 71.0, 240.8000030517578, 197.5, 503.70001220703125, 82.80000305175781, 139.1999969482422, 276.6000061035156, 266.3000183105469, 356.5, 296.8999938964844, 205.0]"
Dønna,"[131.60000610351562, 331.3999938964844, 262.8000183105469, 89.9000015258789, 205.5, 241.10000610351562, 100.30000305175781, 354.0, 178.90000915527344, 217.60000610351562, 163.10000610351562, 57.70000076293945, 212.6999969482422, 222.0, 185.60000610351562, 484.20001220703125, 187.60000610351562, 121.5999984741211, 217.5, 159.8000030517578, 498.3999938964844, 69.0999984741211, 218.6999969482422, 347.8999938964844, 175.40000915527344, 239.5, 214.90000915527344, 182.90000915527344]"
Evenes - Evenášši,"[237.0, 261.5, 371.70001220703125, 167.5, 300.8999938964844, 167.6999969482422, 261.5, 278.0, 176.40000915527344, 234.40000915527344, 351.20001220703125, 248.3000030517578, 556.9000244140625, 492.6000061035156, 295.8000183105469, 496.8999938964844, 352.3000183105469, 352.3000183105469, 323.5, 229.8000030517578, 511.8999938964844, 402.1000061035156, 473.3999938964844, 571.0, 287.3999938964844, 412.8999938964844, 265.8999938964844, 400.3999938964844]"
Fauske - Fuossko,"[92.30000305175781, 167.8000030517578, 207.0, 144.10000610351562, 283.1000061035156, 197.6999969482422, 208.90000915527344, 113.0, 112.9000015258789, 105.9000015258789, 99.0999984741211, 75.4000015258789, 237.90000915527344, 263.3000183105469, 287.8000183105469, 646.1000366210938, 128.3000030517578, 191.8000030517578, 353.70001220703125, 204.1999969482422, 470.6000061035156, 195.40000915527344, 167.90000915527344, 321.1000061035156, 132.60000610351562, 294.20001220703125, 129.8000030517578, 222.8000030517578]"
Flakstad,"[159.40000915527344, 203.5, 182.8000030517578, 58.10000228881836, 177.40000915527344, 298.8999938964844, 160.6999969482422, 483.8000183105469, 139.10000610351562, 191.60000610351562, 202.0, 33.10000228881836, 365.3000183105469, 341.5, 203.60000610351562, 529.9000244140625, 383.20001220703125, 271.20001220703125, 478.1000061035156, 272.8999938964844, 766.2000122070312, 281.8000183105469, 227.0, 475.8999938964844, 189.6999969482422, 532.6000366210938, 390.0, 432.1000061035156]"
Gildeskål,"[78.0999984741211, 136.8000030517578, 236.10000610351562, 72.20000457763672, 274.0, 167.0, 194.0, 253.5, 107.20000457763672, 131.40000915527344, 181.8000030517578, 45.20000076293945, 238.90000915527344, 218.0, 197.6999969482422, 483.3000183105469, 159.10000610351562, 133.0, 333.8999938964844, 140.0, 425.0, 67.4000015258789, 113.80000305175781, 198.40000915527344, 148.10000610351562, 301.5, 119.5, 144.3000030517578]"
Grane,"[252.6999969482422, 215.6999969482422, 228.40000915527344, 285.8000183105469, 427.8999938964844, 167.60000610351562, 177.3000030517578, 483.8000183105469, 248.8000030517578, 264.3000183105469, 281.20001220703125, 350.20001220703125, 267.3999938964844, 490.20001220703125, 362.3999938964844, 864.7999877929688, 283.8999938964844, 198.6999969482422, 463.8000183105469, 348.8000183105469, 824.4000244140625, 421.3000183105469, 426.20001220703125, 608.7999877929688, 219.3000030517578, 428.70001220703125, 166.10000610351562, 285.1000061035156]"
Hadsel,"[180.1999969482422, 293.20001220703125, 377.6000061035156, 113.20000457763672, 411.8000183105469, 361.3999938964844, 258.70001220703125, 500.3999938964844, 176.3000030517578, 275.8000183105469, 254.6999969482422, 51.400001525878906, 256.5, 248.10000610351562, 299.8999938964844, 513.0, 295.8999938964844, 235.90000915527344, 328.8000183105469, 180.90000915527344, 515.5, 172.0, 138.90000915527344, 225.5, 105.20000457763672, 272.20001220703125, 188.5, 272.5]"
Hábmer - Hamarøy,"[132.10000610351562, 188.0, 250.0, 191.90000915527344, 352.70001220703125, 395.20001220703125, 333.3999938964844, 557.1000366210938, 359.3000183105469, 218.5, 309.8999938964844, 68.30000305175781, 205.90000915527344, 140.8000030517578, 172.8000030517578, 304.70001220703125, 126.0, 220.60000610351562, 242.60000610351562, 152.60000610351562, 425.0, 77.70000457763672, 133.3000030517578, 237.90000915527344, 93.30000305175781, 279.8000183105469, 151.60000610351562, 233.0]"
Aarborte - Hattfjelldal,"[430.3999938964844, 466.3999938964844, 538.7000122070312, 654.0, 908.2000122070312, 372.70001220703125, 398.0, 690.7000122070312, 466.3000183105469, 478.6000061035156, 573.7999877929688, 763.6000366210938, 519.5, 779.5, 428.3000183105469, 847.0, 272.1000061035156, 232.1999969482422, 368.3000183105469, 242.40000915527344, 558.2999877929688, 338.70001220703125, 538.2000122070312, 579.2999877929688, 247.90000915527344, 282.1000061035156, 314.8000183105469, 300.3999938964844]"
Hemnes,"[1028.7000732421875, 751.0, 858.0, 895.9000244140625, 1114.7000732421875, 605.7999877929688, 853.6000366210938, 907.6000366210938, 606.2999877929688, 522.1000366210938, 792.7000122070312, 854.2000122070312, 1268.5, 1016.0, 714.7999877929688, 1352.0999755859375, 512.7999877929688, 594.4000244140625, 973.1000366210938, 676.2000122070312, 1016.0, 766.0, 902.4000244140625, 1155.9000244140625, 432.6000061035156, 554.6000366210938, 782.6000366210938, 635.2999877929688]"
Leirfjord,"[222.0, 487.3000183105469, 432.20001220703125, 180.60000610351562, 507.8000183105469, 371.8999938964844, 190.40000915527344, 540.2999877929688, 269.3000183105469, 337.20001220703125, 282.0, 120.30000305175781, 387.20001220703125, 402.5, 343.8999938964844, 816.0, 290.3000183105469, 262.6000061035156, 359.1000061035156, 252.8000030517578, 772.9000244140625, 90.20000457763672, 386.3999938964844, 535.2999877929688, 223.1999969482422, 403.5, 307.1000061035156, 269.70001220703125]"
Lurøy,"[1233.800048828125, 1059.5999755859375, 1300.2000732421875, 1286.7000732421875, 1640.5999755859375, 616.1000366210938, 1342.2000732421875, 1275.0999755859375, 895.4000244140625, 1025.5, 1032.9000244140625, 1176.9000244140625, 1622.2000732421875, 1429.9000244140625, 1075.4000244140625, 1630.2000732421875, 766.2999877929688, 953.7000122070312, 1158.9000244140625, 893.5, 1471.4000244140625, 1225.7000732421875, 1170.800048828125, 1478.5, 666.1000366210938, 908.6000366210938, 905.5, 970.2999877929688]"
Lødingen,"[163.90000915527344, 277.3000183105469, 404.0, 155.1999969482422, 248.6999969482422, 282.0, 192.90000915527344, 414.3000183105469, 278.5, 77.4000015258789, 180.5, 128.60000610351562, 181.5, 162.60000610351562, 205.8000030517578, 329.5, 177.10000610351562, 243.8000030517578, 253.1999969482422, 242.1999969482422, 659.6000366210938, 170.10000610351562, 109.30000305175781, 314.8000183105469, 159.10000610351562, 277.8000183105469, 176.10000610351562, 217.1999969482422]"
Meløy,"[147.5, 244.90000915527344, 314.6000061035156, 91.5, 396.6000061035156, 147.90000915527344, 214.40000915527344, 301.3000183105469, 113.5, 172.8000030517578, 193.60000610351562, 52.20000076293945, 273.8000183105469, 249.6999969482422, 212.60000610351562, 477.8000183105469, 175.10000610351562, 114.80000305175781, 313.3000183105469, 154.60000610351562, 395.8999938964844, 103.4000015258789, 133.6999969482422, 220.5, 148.5, 299.6000061035156, 103.0999984741211, 102.0999984741211]"
Moskenes,"[731.4000244140625, 813.5, 878.7999877929688, 509.5, 1083.800048828125, 670.5, 703.6000366210938, 980.2000122070312, 748.5, 894.4000244140625, 843.7999877929688, 658.7999877929688, 826.7999877929688, 1061.7000732421875, 644.0, 1134.0999755859375, 784.0, 827.4000244140625, 998.2999877929688, 796.7000122070312, 1069.800048828125, 1157.0, 840.6000366210938, 1017.4000244140625, 745.9000244140625, 951.7000122070312, 899.2000122070312, 1121.4000244140625]"
Narvik,"[410.20001220703125, 317.0, 764.2999877929688, 312.3000183105469, 537.6000366210938, 269.1000061035156, 283.0, 334.3000183105469, 267.70001220703125, 196.60000610351562, 372.6000061035156, 162.40000915527344, 216.10000610351562, 287.5, 362.6000061035156, 546.2999877929688, 226.10000610351562, 406.3000183105469, 320.20001220703125, 236.6999969482422, 518.2999877929688, 170.0, 326.3999938964844, 472.5, 236.90000915527344, 410.0, 318.8000183105469, 454.8000183105469]"
Nesna,"[150.1999969482422, 311.6000061035156, 247.5, 97.70000457763672, 289.8999938964844, 280.1000061035156, 111.80000305175781, 393.70001220703125, 210.0, 233.5, 219.90000915527344, 36.70000076293945, 331.8000183105469, 324.3000183105469, 240.0, 602.9000244140625, 216.8000030517578, 179.0, 302.1000061035156, 202.60000610351562, 483.3999938964844, 77.0999984741211, 200.6999969482422, 349.3000183105469, 120.9000015258789, 261.3000183105469, 192.1999969482422, 204.5]"
Rana,"[200.60000610351562, 303.1000061035156, 338.8000183105469, 225.10000610351562, 517.2000122070312, 202.5, 288.20001220703125, 437.3999938964844, 279.8000183105469, 211.60000610351562, 219.6999969482422, 186.1999969482422, 304.6000061035156, 300.5, 339.8999938964844, 725.0, 213.3000030517578, 180.10000610351562, 400.20001220703125, 311.6000061035156, 650.6000366210938, 160.10000610351562, 463.5, 576.2999877929688, 140.90000915527344, 347.20001220703125, 267.3999938964844, 290.8000183105469]"
Rødøy,"[73.70000457763672, 112.70000457763672, 160.8000030517578, 65.70000457763672, 204.40000915527344, 102.20000457763672, 83.4000015258789, 194.90000915527344, 62.400001525878906, 46.10000228881836, 72.9000015258789, 9.199999809265137, 168.0, 137.5, 68.30000305175781, 230.10000610351562, 89.30000305175781, 74.80000305175781, 207.0, 101.70000457763672, 191.90000915527344, 96.0999984741211, 91.9000015258789, 62.70000076293945, 111.70000457763672, 214.5, 82.80000305175781, 47.10000228881836]"
Saltdal,"[646.7999877929688, 557.0, 582.2000122070312, 475.8999938964844, 532.2000122070312, 380.70001220703125, 451.0, 557.5, 283.5, 329.8999938964844, 649.0, 510.6000061035156, 660.4000244140625, 513.7999877929688, 513.5, 1010.2999877929688, 296.70001220703125, 399.1000061035156, 457.8000183105469, 275.0, 508.3000183105469, 403.70001220703125, 209.60000610351562, 281.5, 99.80000305175781, 144.60000610351562, 210.40000915527344, 195.90000915527344]"
Sortland - Suortá,"[166.40000915527344, 293.8000183105469, 467.70001220703125, 104.20000457763672, 487.6000061035156, 293.70001220703125, 210.3000030517578, 443.8000183105469, 159.0, 237.1999969482422, 272.3999938964844, 42.79999923706055, 250.8000030517578, 214.90000915527344, 296.8000183105469, 466.5, 287.20001220703125, 295.5, 326.20001220703125, 232.5, 580.4000244140625, 194.10000610351562, 210.40000915527344, 322.8000183105469, 127.0, 454.5, 187.60000610351562, 263.1000061035156]"
Steigen,"[95.70000457763672, 151.1999969482422, 150.90000915527344, 93.70000457763672, 207.1999969482422, 157.3000030517578, 88.70000457763672, 282.20001220703125, 87.30000305175781, 52.10000228881836, 79.9000015258789, 25.399999618530273, 148.60000610351562, 123.20000457763672, 200.6999969482422, 366.8999938964844, 132.1999969482422, 224.10000610351562, 293.3000183105469, 212.6999969482422, 595.5, 163.0, 206.10000610351562, 385.0, 197.1999969482422, 360.8999938964844, 233.5, 287.0]"
Sømna,"[107.20000457763672, 257.3999938964844, 166.1999969482422, 110.80000305175781, 201.0, 222.5, 112.0999984741211, 411.8000183105469, 173.40000915527344, 238.8000030517578, 131.0, 30.700000762939453, 198.0, 190.60000610351562, 167.90000915527344, 388.5, 156.5, 76.30000305175781, 200.10000610351562, 179.40000915527344, 424.3999938964844, 73.4000015258789, 132.6999969482422, 203.40000915527344, 212.8000030517578, 340.8999938964844, 242.6999969482422, 176.10000610351562]"
Sørfold,"[134.60000610351562, 128.1999969482422, 198.3000030517578, 102.70000457763672, 229.10000610351562, 223.8000030517578, 256.8999938964844, 259.8000183105469, 235.90000915527344, 189.8000030517578, 272.8000183105469, 269.6000061035156, 269.3000183105469, 363.3999938964844, 302.3999938964844, 542.4000244140625, 126.20000457763672, 265.3000183105469, 367.5, 288.8000183105469, 432.8000183105469, 206.5, 204.0, 315.3000183105469, 133.10000610351562, 206.5, 180.40000915527344, 259.6000061035156]"
Dielddanuorri - Tjeldsund,"[890.2000122070312, 929.1000366210938, 1271.0, 1179.7000732421875, 898.4000244140625, 502.5, 998.1000366210938, 1009.9000244140625, 795.1000366210938, 778.6000366210938, 1172.0, 1109.800048828125, 1458.300048828125, 1091.7000732421875, 842.6000366210938, 1152.0999755859375, 812.7999877929688, 787.5, 974.7000122070312, 824.2999877929688, 996.0, 891.6000366210938, 1007.1000366210938, 1176.5999755859375, 580.4000244140625, 1000.9000244140625, 796.9000244140625, 874.4000244140625]"
Tysfjord,"[461.8999938964844, 337.3999938964844, 474.70001220703125, 353.8000183105469, 475.3999938964844, 315.3000183105469, 456.20001220703125, 484.70001220703125, 333.3000183105469, 330.1000061035156, 467.3999938964844, 338.6000061035156, 443.8000183105469, 403.8999938964844, 230.6999969482422, 442.3999938964844, 229.6999969482422, 295.70001220703125, 330.8000183105469, 249.5, 520.1000366210938, 252.40000915527344, 355.6000061035156, 392.8000183105469, 244.40000915527344, 286.3000183105469, 187.90000915527344, 323.0]"
Vefsn,"[309.1000061035156, 351.5, 271.8999938964844, 208.0, 484.0, 181.3000030517578, 141.6999969482422, 489.0, 275.3000183105469, 293.8999938964844, 272.8000183105469, 158.6999969482422, 238.90000915527344, 361.0, 276.1000061035156, 691.2999877929688, 202.3000030517578, 170.40000915527344, 368.8000183105469, 260.1000061035156, 587.6000366210938, 254.3000030517578, 281.6000061035156, 566.7000122070312, 259.8999938964844, 384.70001220703125, 298.70001220703125, 273.8999938964844]"
Vefsn - langs fjorden,"[309.1000061035156, 351.5, 271.8999938964844, 208.0, 484.0, 181.3000030517578, 141.6999969482422, 489.0, 275.3000183105469, 293.8999938964844, 272.8000183105469, 158.6999969482422, 238.90000915527344, 361.0, 276.1000061035156, 691.2999877929688, 202.3000030517578, 170.40000915527344, 368.8000183105469, 260.1000061035156, 587.6000366210938, 254.3000030517578, 281.6000061035156, 566.7000122070312, 259.8999938964844, 384.70001220703125, 298.70001220703125, 273.8999938964844]"
Vefsn - Mosjøen,"[288.8999938964844, 300.6000061035156, 232.8000030517578, 161.1999969482422, 414.8000183105469, 188.3000030517578, 112.4000015258789, 450.3000183105469, 246.8000030517578, 284.0, 141.90000915527344, 30.700000762939453, 237.40000915527344, 231.0, 271.3999938964844, 687.0, 196.60000610351562, 155.3000030517578, 314.3999938964844, 230.8000030517578, 553.7999877929688, 87.70000457763672, 215.0, 505.8999938964844, 228.8000030517578, 301.3000183105469, 281.5, 251.5]"
Vega,"[111.5999984741211, 287.20001220703125, 218.8000030517578, 65.70000457763672, 160.10000610351562, 356.6000061035156, 113.0, 408.20001220703125, 167.8000030517578, 221.0, 106.80000305175781, 16.200000762939453, 147.6999969482422, 140.40000915527344, 89.0999984741211, 385.5, 197.1999969482422, 78.30000305175781, 299.20001220703125, 176.5, 506.20001220703125, 67.70000457763672, 154.1999969482422, 215.60000610351562, 389.5, 342.20001220703125, 383.20001220703125, 187.40000915527344]"
Vestvågøy,"[172.1999969482422, 303.8999938964844, 333.0, 152.5, 368.3000183105469, 413.1000061035156, 329.8999938964844, 624.0, 352.3999938964844, 311.5, 296.20001220703125, 178.1999969482422, 349.8999938964844, 337.6000061035156, 289.0, 590.2999877929688, 337.8000183105469, 298.5, 509.8999938964844, 305.6000061035156, 918.6000366210938, 314.8000183105469, 292.70001220703125, 766.6000366210938, 274.0, 634.2000122070312, 444.3999938964844, 552.9000244140625]"
